f;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTOPTA_BLOODMAGE_304;Now you are the most powerfull mage in Quel'thalas!;;;;;;;;;;;;;x
# magic fortress;;;;;;;;;;;;;;
EVTDESC_BLOODMAGE_240;As your trusted labourers finish work on the magic fortress at [From.GetName], you personally arrange for a myriad of traps to be set up to secure the arcane vault, as well as a magic canons that protect the fortress from low races. Soon the work is complete and you admire the finished result.;;;;;;;;;;;;;x
# write magic theories;;;;;;;;;;;;;;
EVTDESC_BLOODMAGE_360;As a master of blood magic you can use your knowlege to create a grimoire. It will strengthen you and you will be able to channel your powers throught it.;;;;;;;;;;;;;x
EVTOPTA_BLOODMAGE_360;Grimoire of Protection;;;;;;;;;;;;;x
EVTOPTB_BLOODMAGE_360;Grimoire Of Blood;;;;;;;;;;;;;x
EVTOPTC_BLOODMAGE_360;Grimoire Of Fel;;;;;;;;;;;;;x
EVTOPTD_BLOODMAGE_360;Grimoire Of Shadow;;;;;;;;;;;;;x
EVTOPTE_BLOODMAGE_360;Grimoire Of Souls;;;;;;;;;;;;;x
EVTDESC_BLOODMAGE_364;My attempt to write a book ended in failure. I need to study magic more carefully.;;;;;;;;;;;;;x
EVTOPTA_BLOODMAGE_364;Where did I was wrong?;;;;;;;;;;;;;x
EVTDESC_BLOODMAGE_371;Bad copy of Grimoire of Protection;;;;;;;;;;;;;x
EVTOPTA_BLOODMAGE_371;This grimoire is among the blood mages most ancient relics. It was given to Dath'remar by Illysanna Ravencrest, who challenged her to become the living embodiment of true mage. The book uses Nathrezim theories about defense against damnation.;;;;;;;;;;;;;x
EVTDESC_BLOODMAGE_372;Copy of Grimoire of Protection;;;;;;;;;;;;;x
EVTOPTA_BLOODMAGE_372;This grimoire is among the blood mages most ancient relics. It was given to Dath'remar by Illysanna Ravencrest, who challenged her to become the living embodiment of true mage. The book uses Nathrezim theories about defense against damnation.;;;;;;;;;;;;;x
EVTDESC_BLOODMAGE_373;Good copy of Grimoire of Protection;;;;;;;;;;;;;x
EVTOPTA_BLOODMAGE_373;This grimoire is among the blood mages most ancient relics. It was given to Dath'remar by Illysanna Ravencrest, who challenged her to become the living embodiment of true mage. The book uses Nathrezim theories about defense against damnation.;;;;;;;;;;;;;x
EVTDESC_BLOODMAGE_374;Bad copy of Grimoire of Blood;;;;;;;;;;;;;x
EVTOPTA_BLOODMAGE_374;This grimoire is among the blood mages most ancient relics. It was given to Dath'remar by Illysanna Ravencrest, who challenged her to become the living embodiment of true mage. The book uses Nathrezim theories about blood magic and life manipulation.;;;;;;;;;;;;;x
EVTDESC_BLOODMAGE_375;Copy of Grimoire of Blood;;;;;;;;;;;;;x
EVTOPTA_BLOODMAGE_375;This grimoire is among the blood mages most ancient relics. It was given to Dath'remar by Illysanna Ravencrest, who challenged her to become the living embodiment of true mage. The book uses Nathrezim theories about blood magic and life manipulation.;;;;;;;;;;;;;x
EVTDESC_BLOODMAGE_376;Good copy of Grimoire of Blood;;;;;;;;;;;;;x
EVTOPTA_BLOODMAGE_376;This grimoire is among the blood mages most ancient relics. It was given to Dath'remar by Illysanna Ravencrest, who challenged her to become the living embodiment of true mage. The book uses Nathrezim theories about blood magic and life manipulation.;;;;;;;;;;;;;x
EVTDESC_BLOODMAGE_377;Bad copy of Grimoire of Fel;;;;;;;;;;;;;x
EVTOPTA_BLOODMAGE_377;This grimoire is among the blood mages most ancient relics. It was given to [Prev.GetDynName] by [libram_giver.GetDynName], who challenged [Prev.GetHerHim] to become the living embodiment of true mage. The book uses Nathrezim theories about fel magic and demonology.;;;;;;;;;;;;;x
EVTDESC_BLOODMAGE_378;Copy of Grimoire of Fel;;;;;;;;;;;;;x
EVTOPTA_BLOODMAGE_378;This grimoire is among the blood mages most ancient relics. It was given to [Prev.GetDynName] by [libram_giver.GetDynName], who challenged [Prev.GetHerHim] to become the living embodiment of true mage. The book uses Nathrezim theories about fel magic and demonology.;;;;;;;;;;;;;x
EVTDESC_BLOODMAGE_379;Good copy of Grimoire of Fel;;;;;;;;;;;;;x
EVTOPTA_BLOODMAGE_379;This grimoire is among the blood mages most ancient relics. It was given to [Prev.GetDynName] by [libram_giver.GetDynName], who challenged [Prev.GetHerHim] to become the living embodiment of true mage. The book uses Nathrezim theories about fel magic and demonology.;;;;;;;;;;;;;x
EVTDESC_BLOODMAGE_380;Bad copy of Grimoire of Shadow;;;;;;;;;;;;;x
EVTOPTA_BLOODMAGE_380;This grimoire is among the blood mages most ancient relics. It was given to [Prev.GetDynName] by [libram_giver.GetDynName], who challenged [Prev.GetHerHim] to become the living embodiment of true mage. The book uses Nathrezim theories about shadow magic and void.;;;;;;;;;;;;;x
EVTDESC_BLOODMAGE_381;Copy of Grimoire of Shadow;;;;;;;;;;;;;x
EVTOPTA_BLOODMAGE_381;This grimoire is among the blood mages most ancient relics. It was given to [Prev.GetDynName] by [libram_giver.GetDynName], who challenged [Prev.GetHerHim] to become the living embodiment of true mage. The book uses Nathrezim theories about shadow magic and void.;;;;;;;;;;;;;x
EVTDESC_BLOODMAGE_382;Good copy of Grimoire of Shadow;;;;;;;;;;;;;x
EVTOPTA_BLOODMAGE_382;This grimoire is among the blood mages most ancient relics. It was given to [Prev.GetDynName] by [libram_giver.GetDynName], who challenged [Prev.GetHerHim] to become the living embodiment of true mage. The book uses Nathrezim theories about shadow magic and void.;;;;;;;;;;;;;x
EVTDESC_BLOODMAGE_383;Bad copy of Grimoire of Souls;;;;;;;;;;;;;x
EVTOPTA_BLOODMAGE_383;This grimoire is among the blood mages most ancient relics. It was given to Dath'remar by Illysanna Ravencrest, who challenged her to become the living embodiment of true mage. The book uses Nathrezim theories about souls energy manipulations and necromancy.;;;;;;;;;;;;;x
EVTDESC_BLOODMAGE_384;Copy of Grimoire of Souls;;;;;;;;;;;;;x
EVTOPTA_BLOODMAGE_384;This grimoire is among the blood mages most ancient relics. It was given to Dath'remar by Illysanna Ravencrest, who challenged her to become the living embodiment of true mage. The book uses Nathrezim theories about souls energy manipulations and necromancy.;;;;;;;;;;;;;x
EVTDESC_BLOODMAGE_385;Good copy of Grimoire of Souls;;;;;;;;;;;;;x
EVTOPTA_BLOODMAGE_385;This grimoire is among the blood mages most ancient relics. It was given to Dath'remar by Illysanna Ravencrest, who challenged her to become the living embodiment of true mage. The book uses Nathrezim theories about souls energy manipulations and necromancy.;;;;;;;;;;;;;x
# artefact hunt;;;;;;;;;;;;;;
EVTDESC_BLOODMAGE_260;Investigating vague rumours and forgotten libraries to find ancient relics is no simple task. The question is how much of my resources should I devote to this search?;;;;;;;;;;;;;x
EVTOPTA_BLOODMAGE_260;I shall make a modicum of effort.;;;;;;;;;;;;;x
EVTOPTB_BLOODMAGE_260;This warrants a serious investigation.;;;;;;;;;;;;;x
EVTOPTC_BLOODMAGE_260;I shall delve into the most cryptic scrolls I have!;;;;;;;;;;;;;x
EVTDESC_BLOODMAGE_264;Despite my best efforts, my search for the night elf relic has come up with nothing. Were the rumours false? Did somebody else find the artifact before me? Was my translation of the scrolls inaccurate?;;;;;;;;;;;;;x
EVTOPTA_BLOODMAGE_264;Where did I go wrong?;;;;;;;;;;;;;x
EVTDESC_BLOODMAGE_265;Your investigation into the artifact has turned up a mysterious key made out of a strange unknown metal. Inscribed with magic runes along the key, it reminds you of a certain chest you found some time ago…;;;;;;;;;;;;;x
EVTDESC_BLOODMAGE_266;Your search has uncovered a strange chest made of an unknown metal. Try as you might, you haven't been able to force the chest open and its contents remain a mystery.;;;;;;;;;;;;;x
EVTDESC_BLOODMAGE_267;Your search for night elf relics has turned up a skull full with fel energy. Although small, it carries the air of ancient war.;;;;;;;;;;;;;x
EVTOPTA_BLOODMAGE_267;How cute.;;;;;;;;;;;;;
EVTDESC_BLOODMAGE_268;Your search for a troll artifact has come up with a strange loa totem. You can feel strange energy inside.;;;;;;;;;;;;;x
EVTOPTA_BLOODMAGE_268;It 's worth studying troll magic artefact.;;;;;;;;;;;;;x
EVTDESC_BLOODMAGE_269;Ugly old cloak of ancient war times. A magic massive can be found on the inside side. Artefact can be useful.;;;;;;;;;;;;;x
EVTOPTA_BLOODMAGE_269;"You read the inscription on the inside. ""Your father loves you dear Illysanna..."" What this mean?";;;;;;;;;;;;;
EVTDESC_BLOODMAGE_270;Your artifact investigation has uncovered several old highborn magic book. Some pages in good conditions.;;;;;;;;;;;;;x
EVTOPTA_BLOODMAGE_270;This was worth all the effort.;;;;;;;;;;;;;x
EVTDESC_BLOODMAGE_271;Your search into elf artifacts has uncovered notes on ancient magic. Although simplistic, it could still be of some use in future translation work.;;;;;;;;;;;;;x
EVTOPTA_BLOODMAGE_271;Might come in handy one day.;;;;;;;;;;;;;x
EVTDESC_BLOODMAGE_272;Nice magic dagger. A very long time ago, these weapon killed many demons.;;;;;;;;;;;;;x
EVTOPTA_BLOODMAGE_272;Cool!;;;;;;;;;;;;;x
EVTDESC_BLOODMAGE_273;This is strange staff. This is not night elf artefact.;;;;;;;;;;;;;x
EVTOPTA_BLOODMAGE_273;Good weapon.;;;;;;;;;;;;;x
EVTDESC_BLOODMAGE_274;Ancient elf sword. Very qualitative work done for elite highborne. An incredibly powerful arcane aura. These weapon not influenced by time.;;;;;;;;;;;;;x
EVTOPTA_BLOODMAGE_274;Quel'sin. This sword will help to restore greatness to the elves!;;;;;;;;;;;;;x
# curse;;;;;;;;;;;;;;
EVTDESC_BLOODMAGE_321;You have successfully cursed your enemy.;;;;;;;;;;;;;x
EVTOPTA_BLOODMAGE_321;The bastard will suffer!;;;;;;;;;;;;;x
# fel flame;;;;;;;;;;;;;;
EVTDESC_BLOODMAGE_221;After studying the impact of fel, you found a way to open the channel to the fire plan without arcana. By replacing arcana, you have achieved the enriching of the power of fire spells and spend much less energy! By talking about it with the comrades, you 've found a new way to create fiery spells. Now you have a demonic fire.;;;;;;;;;;;;;x
EVTOPTA_BLOODMAGE_221;My foes will scamper before me!;;;;;;;;;;;;;x
# demon blood;;;;;;;;;;;;;;
EVTDESC_BLOODMAGE_222;Comparing your blood to the various samples given to you by [Root.Society.GetName] has been a painstaking progress. Taking various potions, abstaining from certain foods, yet now you have it: you were able to successfully assimilate the blood of the eredar.;;;;;;;;;;;;;x
EVTOPTA_BLOODMAGE_222;The blood of eredar flows through me!;;;;;;;;;;;;;x
# dragon incense;;;;;;;;;;;;;;
EVTDESC_BLOODMAGE_290;The ancient scrolls tell of special titan rune that boosts mental and physical prowess. There are several recipes, each boosting a different faculty. This poses a question: which of the incenses will you attempt to recreate?;;;;;;;;;;;;;x
EVTOPTA_BLOODMAGE_290;Powder of Strength.;;;;;;;;;;;;;x
EVTOPTB_BLOODMAGE_290;Smoke of Shadows.;;;;;;;;;;;;;x
EVTOPTC_BLOODMAGE_290;Vapours of Insight.;;;;;;;;;;;;;x
EVTOPTD_BLOODMAGE_290;Midnight Musk.;;;;;;;;;;;;;x
EVTDESC_BLOODMAGE_291;After carefully preparing the incense according to the ancient recipe you ignite it and begin to inhale the thick aroma emanating from the powder. Within moments you feel your mind awaken with new insights while your body swells with renewed strength.;;;;;;;;;;;;;x
EVTDESC_BLOODMAGE_292;After carefully preparing the rune according to the ancient recipe you put it on hand and begin to full it with arcane. Within moments you feel your mind awaken with new insights while your body swells with renewed strength.;;;;;;;;;;;;;x
EVTDESC_BLOODMAGE_293;After carefully preparing the rune according to the ancient recipe you put it on hand and begin to full it with arcane. Within moments you feel your mind awaken, racing through logical problems that once stumped you.;;;;;;;;;;;;;x
EVTDESC_BLOODMAGE_294;After carefully preparing the rune according to the ancient recipe you put it on hand and begin to full it with arcane. Within moments you feel your body covered in a soft warmth, ready for breeding.;;;;;;;;;;;;;x
EVTOPTA_BLOODMAGE_291;My eyes are opened.;;;;;;;;;;;;;x
EVTDESC_BLOODMAGE_295;After the initial burst of power you first felt after rune in hand was full of arcane, your mind has begun to grow increasingly clouded and confused. Something must have gone wrong... perhaps you somehow mistranslated the recipe?;;;;;;;;;;;;;x
EVTOPTA_BLOODMAGE_295;Ugh... my head...;;;;;;;;;;;;;x
# decipher secrets;;;;;;;;;;;;;;
EVTDESC_BLOODMAGE_201;[Root.GetSocietyRank] [Root.GetFirstName],\n\nThere is much about our ancient history we have yet to understand. Decipher the scrolls we have sent you so that we know the secrets of the demon magic that roamed the world long ago.\n\nSigned,\n[From.GetSocietyRank] [From.GetFirstName];;;;;;;;;;;;;x
EVTDESC_BLOODMAGE_203;Late nights of study have begun to prey on your concentration. It's hard to keep focused when you're underslept. Catching yourself yawning, you wonder if you will ever understand this archaic writing.;;;;;;;;;;;;;x
EVTOPTA_BLOODMAGE_203;Perhaps I should try some sort of draught...;;;;;;;;;;;;;x
EVTOPTB_BLOODMAGE_203;I cannot neglect my limits any longer.;;;;;;;;;;;;;x
EVTDESC_BLOODMAGE_204;Hour after hour stretches by with no result. The scroll is as alien to you as when you started, with the various markings on the parchment seemingly random to you.;;;;;;;;;;;;;x
EVTOPTA_BLOODMAGE_204;If I focus I can decipher this!;;;;;;;;;;;;;x
EVTOPTB_BLOODMAGE_204;I should take it easy.;;;;;;;;;;;;;x
EVTDESC_BLOODMAGE_205;As you continue to work on the ancient scroll, you hear a cry coming from outside the window. You peer down and see a boy being pushed to the ground, surrounded by a few older boys. It's clear the young boy is being bullied by the others.;;;;;;;;;;;;;x
EVTOPTA_BLOODMAGE_205;The bullies must be stopped.;;;;;;;;;;;;;x
EVTOPTB_BLOODMAGE_205;I must focus. Someone else will come to his aid.;;;;;;;;;;;;;x
EVTDESC_BLOODMAGE_206;Buried away in your study you find yourself surrounded by books of all kinds. Although dusty, each of them calls out to you with interesting titles and presentation. Surely it wouldn't hurt to take a break from the translation work?;;;;;;;;;;;;;x
EVTOPTA_BLOODMAGE_206;I've been meaning to get to these...;;;;;;;;;;;;;x
EVTOPTB_BLOODMAGE_206;Another time perhaps.;;;;;;;;;;;;;x
EVTDESC_BLOODMAGE_207;After many fruitless nights staring at the strange symbols that cover the scroll provided to you by [Root.Society.GetName], the true meaning of a key phrase suddenly jumps out at you, allowing you to translate several more areas of the text.;;;;;;;;;;;;;x
EVTOPTA_BLOODMAGE_207;Finally starting to get somewhere!;;;;;;;;;;;;;x
EVTDESC_BLOODMAGE_209;[Root.GetSocietyRank] [Root.GetFirstName],\n\nWe note your fine work in deciphering the nathrezim scrolls we sent you. All of [Root.Society.GetName] are enriched with the discovery of this new knowledge.\n\nSigned,\n[From.GetSocietyRank] [From.GetFirstName];;;;;;;;;;;;;x
EVTOPTA_BLOODMAGE_209;Another step closer to our heritage.;;;;;;;;;;;;;x
EVTDESC_BLOODMAGE_210;[Root.GetSocietyRank] [Root.GetFirstName],\n\nWord has reached us that you have been neglecting the important translation work that we assigned to you. It seems we must find someone more invested in our cause to do the work instead.\n\nSigned,\n[From.GetSocietyRank] [From.GetFirstName];;;;;;;;;;;;;x
EVTOPTA_BLOODMAGE_210;They dare to accuse me of inactivity?!;;;;;;;;;;;;;x
EVTDESC_BLOODMAGE_211;Those dusty scrolls that I had abandoned went missing today.;;;;;;;;;;;;;x
EVTOPTA_BLOODMAGE_211;Whatever.;;;;;;;;;;;;;x
EVTDESC_BLOODMAGE_212;Many have noticed your absence from court of late. People are beginning to speculate what might be consuming your time and energy with the many nights spent out of sight, deciphering the ancient scroll.;;;;;;;;;;;;;x
EVTOPTA_BLOODMAGE_212;I shall fool everyone with a convincing cover story!;;;;;;;;;;;;;x
EVTOPTB_BLOODMAGE_212;These rumours shall soon pass.;;;;;;;;;;;;;x
# modifiers;;;;;;;;;;;;;;
blood_staff_demonblood;Eredar blood!;;;;;;;;;;;;;x
blood_staff_demonblood_desc;The blood of eredar pumps through this character's veins.;;;;;;;;;;;;;x
blood_staff_tattoo_martial;Titan Rune!;;;;;;;;;;;;;x
blood_staff_tattoo_martial_desc;Ancient titan rune fuels this character's mind and body.;;;;;;;;;;;;;x
blood_staff_tattoo_intrigue;Titan Rune!;;;;;;;;;;;;;x
blood_staff_tattoo_intrigue_desc;Ancient titan rune fuels this character's mind and body.;;;;;;;;;;;;;x
blood_staff_tattoo_learning;Titan Rune!;;;;;;;;;;;;;x
blood_staff_tattoo_learning_desc;Ancient titan rune fuels this character's mind and body.;;;;;;;;;;;;;x
blood_staff_tattoo_fertility;Titan Rune!;;;;;;;;;;;;;x
blood_staff_tattoo_fertility_desc;Ancient titan rune fuels this character's mind and body.;;;;;;;;;;;;;x
blood_staff_tattoo_fail;Headache. Something went wrong. Magic require skills.;;;;;;;;;;;;;x
blood_staff_tattoo_fail_desc;Rune gone wrong clouds this character's judgement.;;;;;;;;;;;;;x
blood_staff_magic_fortress;Magic Fortress;;;;;;;;;;;;;x
blood_staff_magic_fortress_desc;Guarded by many soldiers and traps fort is full of gold and artifacts.;;;;;;;;;;;;;x
BLOODMAGE_infection;Infection;Infection;Infektion;;Infección.;;;;;;;;;x
BLOODMAGE_infection_desc;This character has an infection - it looks and smells bad, but it feels even worse.;Ce personnage a une infection. Ce n'est pas beau à voir et cela sent mauvais, mais il se sent encore plus mal que ça en a l'air.;Diese Person leidet an einer Infektion. Es sieht übel aus und riecht auch so, aber die Schmerzen sind noch schlimmer.;;Este personaje tiene una infección, parece y huele mal, pero se siente aún peor.;;;;;;;;;x
BLOODMAGE_infection_death;of an infected wound;d'une blessure infectée;an einer entzündeten Wunde;;de una herida infectada;;;;;;;;;x
blood_staff_traps;Devious Traps;;;;;;;;;;;;;x
blood_staff_traps_desc;A meticulous array of traps secures this character's treasure vault.;;;;;;;;;;;;;x
# random events;;;;;;;;;;;;;;
EVTDESC_BLOODMAGE_500;Somehow thieves broke into your labaratory last night and made off with as much magic items as they could carry.;;;;;;;;;;;;;x
EVTOPTA_BLOODMAGE_500;How did they disarm my magic traps?! Where my guard? Ranger General!!!;;;;;;;;;;;;;x
EVTDESC_BLOODMAGE_510;As you inspect your labaratory you come across a corpse, some impetuous fellow who attempted to break in, only to perish thanks to your devious traps.;;;;;;;;;;;;;x
EVTOPTA_BLOODMAGE_510;Perhaps I should make an example out of this one...;;;;;;;;;;;;;x
EVTOPTB_BLOODMAGE_510;Another one bites the dust.;;;;;;;;;;;;;x
EVTDESC_BLOODMAGE_520;Within the dusty tomes of eredar lore lie many esoteric rituals: promises of forbidden knowledge with words of warning scrawled alongside. Is it really worth summoning these spirits over vague promises of power?;;;;;;;;;;;;;x
EVTOPTA_BLOODMAGE_520;I must go deeper!;;;;;;;;;;;;;x
EVTOPTB_BLOODMAGE_520;I'm a good [Root.Religion.GetName].;;;;;;;;;;;;;x
EVTDESC_BLOODMAGE_530;Everywhere I look I see courtiers whispering. Do they suspect me? How could they know of my connections with [Root.Society.GetName]? Or maybe they do know and they are mocking me!;;;;;;;;;;;;;x
EVTOPTA_BLOODMAGE_530;I'm surrounded by enemies everywhere!;;;;;;;;;;;;;x
EVTDESC_BLOODMAGE_540;Much artifacts lies in your labaratory. Is it truly safe from thieves? Although well hidden from prying eyes and protected with several magic traps, one can never be too careful…;;;;;;;;;;;;;x
EVTOPTA_BLOODMAGE_540;No one will get their hands on my magic items and gold!;;;;;;;;;;;;;x
EVTOPTB_BLOODMAGE_540;My existing defences are more than adequate.;;;;;;;;;;;;;x
#artifacts;;;;;;;;;;;;;;
grimoire_of_protection_01;Bad copy of Grimoire of Protection;;;;;;;;;;;;;x
grimoire_of_protection_02;Copy of Grimoire of Protection;;;;;;;;;;;;;x
grimoire_of_protection_03;Good copy of Grimoire of Protection;;;;;;;;;;;;;x
grimoire_of_blood_01;Bad copy of Grimoire of Blood;;;;;;;;;;;;;x
grimoire_of_blood_02;Copy of Grimoire of Blood;;;;;;;;;;;;;x
grimoire_of_blood_03;Good copy of Grimoire of Blood;;;;;;;;;;;;;x
grimoire_of_fel_01;Bad copy of Grimoire of Fel;;;;;;;;;;;;;x
grimoire_of_fel_02;Copy of Grimoire of Fel;;;;;;;;;;;;;x
grimoire_of_fel_03;Good copy of Grimoire of Fel;;;;;;;;;;;;;x
grimoire_of_shadow_01;Bad copy of Grimoire of Shadow;;;;;;;;;;;;;x
grimoire_of_shadow_02;Copy of Grimoire of Shadow;;;;;;;;;;;;;x
grimoire_of_shadow_03;Good copy of Grimoire of Shadow;;;;;;;;;;;;;x
grimoire_of_souls_01;Bad copy of Grimoire of Souls;;;;;;;;;;;;;x
grimoire_of_souls_02;Copy of Grimoire of Souls;;;;;;;;;;;;;x
grimoire_of_souls_03;Good copy of Grimoire of Souls;;;;;;;;;;;;;x
bs_grimoire_of_protection;Grimoire of Protection;;;;;;;;;;;;;x
bs_grimoire_of_protection_desc;This grimoire is among the blood mages most ancient relics. It was given to Dath'remar by Illysanna Ravencrest, who challenged her to become the living embodiment of true mage. The book uses Nathrezim theories about defense against damnation.;;;;;;;;;;;;;x
bs_grimoire_of_blood;Grimoire Of Blood;;;;;;;;;;;;;x
bs_grimoire_of_blood_desc;This grimoire is among the blood mages most ancient relics. It was given to Dath'remar by Illysanna Ravencrest, who challenged her to become the living embodiment of true mage. The book uses Nathrezim theories about blood magic and life manipulation.;;;;;;;;;;;;;x
bs_grimoire_of_fel;Grimoire Of Fel;;;;;;;;;;;;;x
bs_grimoire_of_fel_desc;This grimoire is among the blood mages most ancient relics. It was given to Dath'remar by Illysanna Ravencrest, who challenged her to become the living embodiment of true mage. The book uses Nathrezim theories about fel magic and demonology.;;;;;;;;;;;;;x
bs_book_shadow;Grimoire Of Shadow;;;;;;;;;;;;;x
bs_book_shadow_desc;This grimoire is among the blood mages most ancient relics. It was given to Dath'remar by Illysanna Ravencrest, who challenged her to become the living embodiment of true mage. The book uses Nathrezim theories about shadow magic and void.;;;;;;;;;;;;;x
bs_grimoire_of_souls;Grimoire Of Souls;;;;;;;;;;;;;x
bs_grimoire_of_souls_desc;This grimoire is among the blood mages most ancient relics. It was given to Dath'remar by Illysanna Ravencrest, who challenged her to become the living embodiment of true mage. The book uses Nathrezim theories about souls energy manipulations and necromancy.;;;;;;;;;;;;;x
bs_quel'delar;Elf Magic rune sword Quel'delar;;;;;;;;;;;;;x
bs_quel'delar_desc;Quel'Delar, the Sister Blade is a prismatic blade forged by the night elves and the five dragonflights along with its sibling, Quel'Serrar. Quel'Delar serves as an idol of opposition against the Scourge, and the elven factions of Dalaran would therefore like to see the blade play a pivotal role in the assault on Icecrown Citadel.;;;;;;;;;;;;;x
bs_loa_totem;Loa Totem;;;;;;;;;;;;;x
bs_loa_totem_desc;Totems are tools used by a shaman as an instrument of war. Characterized by their immobility and area of effect, the totems embody the shaman's mastery over the elements.;;;;;;;;;;;;;x
bs_fel_skull;Skull of Warlock;;;;;;;;;;;;;x
bs_fel_skull_desc;This Skull is a powerful demonic artifact created from the skull of  warlock.;;;;;;;;;;;;;x
magic_raincoat;Magic Raincoat;;;;;;;;;;;;;x
magic_raincoat_desc;Moon Guard Raincoat. Illysanna Ravencrest?;;;;;;;;;;;;;x
bs_staff_of_the_shadow_flame;Staff of the shadow flame;;;;;;;;;;;;;x
bs_staff_of_the_shadow_flame_desc;Warlock's staff;;;;;;;;;;;;;x
bs_verdant_spheres;Verdant Spheres;;;;;;;;;;;;;x
bs_verdant_spheres_desc;Prince Kael'thas Sunstrider's verdant spheres.;;;;;;;;;;;;;x
magic_book;Elf Magic Book;;;;;;;;;;;;;x
magic_book_desc;Magic arcane theories.;;;;;;;;;;;;;x
bs_scroll_arcane;Arcane theories;;;;;;;;;;;;;x
bs_scroll_arcane_desc;Magic arcane theories. Interesting runes.;;;;;;;;;;;;;x
bs_rune_knife;Elf Rune Knife;;;;;;;;;;;;;x
bs_rune_knife_desc;Runeblades are blades inscribed with runes, symbols that hold magical power. They are particularly wielded by death knights, but they are not unique to the Scourge. Notably, demons and high elves are known to forge rune-etched blades as well, such as Felo'melorn, the sword of the Sunstrider dynasty.;;;;;;;;;;;;;x
bs_ravens_eye;Raven's Eye;;;;;;;;;;;;;x
bs_ravens_eye_desc;"The Raven's eye is according to Vrykul Legends created by Havi to allow Huginn and Muninn to read ""anything your little bird brains desire"", only to later be stolen by the sly elf Ravencrest. With the eye, Ravencrest nearly perfected espionage to the point that the tale of raven's eye became an ""ol' wives' tale to scare little rogues who are wantin' to keep their secrets hidden.""";;;;;;;;;;;;;x
bs_quel'sin;Elf Magic rune sword Quel'sin;;;;;;;;;;;;;x
bs_quel'sin_desc;Time anomalies? Whose sword is that?;;;;;;;;;;;;;x
#class;;;;;;;;;;;;;;
subclass_blood_mage;Blood Mage;;;;;;;;;;;;;x
subclass_blood_mage_desc;Mystical heroes, blood mages are blood elves adept at controlling magic and ranged assault. While they were still members of the Alliance, the blood elves began to turn to the darkest parts of magic, abandoning the water and frost spells of the Kirin Tor for the fire and heat of what some people fear to be demonic magic.;;;;;;;;;;;;;x
grand_magister;Grand Magister;;;;;;;;;;;;;x
grand_magister_desc;The Grand Magister is the title traditionally held by the leader of the Thalassian magisters. It is an extremely high and prestigious rank to hold in Quel'Thalas, above even the Ranger-general of Silvermoon. Like the ranger-general, the grand magister is an elected position.;;;;;;;;;;;;;x
master_of_demon_flame;Fel Fire Mage;;;;;;;;;;;;;x
master_of_demon_flame_desc;The highly destructive fel magic is the magic of disorder. It is stated to be a brutal and extremely addictive energy fueled by drawing life from living beings.;;;;;;;;;;;;;x
;;;;;;;;;;;;;;
# Rank up text;;;;;;;;;;;;;;
EVTDESC_RANK_122;I congratulate you on your magical successes.;;;;;;;;;;;;;x
EVTOPTA_RANK_122;Now I have a deeper knowledge of magic.;;;;;;;;;;;;;x
#requet;;;;;;;;;;;;;;
blood_staff_recruit;Recruit Mage;;;;;;;;;;;;;x
blood_staff_recruit_desc;Students gifted with a keen intellect and unwavering discipline may walk the path of the Mage.A blood magician is a more dangerous path.;;;;;;;;;;;;;x
